week_start,flight_date,flight_number,origin,destination,route,customer,agreed_tonnage_kg,booked_tonnage_kg,shortfall_kg,base_rate_per_kg,booked_revenue_myr,shortfall_fee_myr,express_surcharge_myr,is_express,total_revenue_myr,status,utilisation_pct
2025-02-10,2025-02-14,AK502,PEN,SIN,PEN-SIN,GDex,4455.8,3775.6,680.2,5.48,20690.29,745.5,3103.54,True,23793.83,Shortfall,84.7
2025-02-10,2025-02-10,AK149,PEN,SIN,PEN-SIN,Ninja Van,2557.5,2672.1,0.0,3.94,10528.07,0.0,0.0,False,10528.07,On Track,104.5
2025-02-10,2025-02-13,AK788,PEN,SIN,PEN-SIN,DHL Malaysia,1766.1,1772.8,0.0,6.09,10796.35,0.0,0.0,False,10796.35,On Track,100.4
2025-02-10,2025-02-12,AK237,PEN,SIN,PEN-SIN,Kerry Logistics,1785.9,1789.5,0.0,2.55,4563.22,0.0,684.48,True,5247.7,On Track,100.2
2025-02-10,2025-02-10,AK510,PEN,SIN,PEN-SIN,J&T Express,3773.8,4059.9,0.0,7.08,28744.09,0.0,0.0,False,28744.09,On Track,107.6
2025-02-10,2025-02-13,AK175,PEN,SIN,PEN-SIN,Pos Laju,3066.3,2708.0,358.3,3.67,9938.36,262.99,0.0,False,9938.36,At Risk,88.3
2025-02-10,2025-02-14,AK738,PEN,SIN,PEN-SIN,SF Express,2769.1,2720.1,49.0,7.09,19285.51,69.48,0.0,False,19285.51,At Risk,98.2
2025-02-10,2025-02-11,AK474,KCH,SIN,KCH-SIN,DHL Malaysia,2179.4,1816.4,363.0,8.42,15294.09,611.29,0.0,False,15294.09,Shortfall,83.3
2025-02-10,2025-02-10,AK146,KCH,SIN,KCH-SIN,Lazada Express,1395.8,1296.2,99.6,5.55,7193.91,110.56,0.0,False,7193.91,At Risk,92.9
2025-02-10,2025-02-11,AK567,KCH,SIN,KCH-SIN,Pos Laju,1116.7,960.9,155.8,4.5,4324.05,140.22,0.0,False,4324.05,At Risk,86.0
2025-02-17,2025-02-21,AK444,KUL,SIN,KUL-SIN,Kerry Logistics,4957.8,4435.0,522.8,6.94,30778.9,725.65,0.0,False,30778.9,At Risk,89.5
2025-02-17,2025-02-20,AK406,KUL,SIN,KUL-SIN,DHL Malaysia,4227.3,4097.4,129.9,5.69,23314.21,147.83,0.0,False,23314.21,At Risk,96.9
2025-02-17,2025-02-21,AK526,KUL,SIN,KUL-SIN,GDex,4170.9,3158.5,1012.4,4.71,14876.53,953.68,0.0,False,14876.53,Shortfall,75.7
2025-02-17,2025-02-17,AK744,KUL,SIN,KUL-SIN,J&T Express,1884.6,2249.9,0.0,7.89,17751.71,0.0,0.0,False,17751.71,On Track,119.4
2025-02-17,2025-02-21,AK894,KUL,SIN,KUL-SIN,SF Express,3186.1,2323.0,863.1,4.09,9501.07,706.02,0.0,False,9501.07,Shortfall,72.9
2025-02-17,2025-02-21,AK274,KUL,SIN,KUL-SIN,Lazada Express,3099.4,2163.0,936.4,6.83,14773.29,1279.12,0.0,False,14773.29,Shortfall,69.8
2025-02-17,2025-02-18,AK251,KUL,SIN,KUL-SIN,Ninja Van,3330.6,3509.5,0.0,6.22,21829.09,0.0,0.0,False,21829.09,On Track,105.4
2025-02-17,2025-02-18,AK807,KUL,BKK,KUL-BKK,SF Express,585.2,584.5,0.7,4.38,2560.11,0.61,384.02,True,2944.13,At Risk,99.9
2025-02-17,2025-02-17,AK993,KUL,BKK,KUL-BKK,Lazada Express,2346.7,2284.8,61.9,7.15,16336.32,88.52,0.0,False,16336.32,At Risk,97.4
2025-02-17,2025-02-20,AK778,KUL,BKK,KUL-BKK,Ninja Van,3676.0,3581.3,94.7,5.61,20091.09,106.25,0.0,False,20091.09,At Risk,97.4
2025-02-17,2025-02-19,AK922,KUL,CGK,KUL-CGK,Pos Laju,3541.4,3109.9,431.5,7.71,23977.33,665.37,0.0,False,23977.33,At Risk,87.8
2025-02-17,2025-02-19,AK671,KUL,CGK,KUL-CGK,GDex,3245.3,2419.1,826.2,3.65,8829.72,603.13,1324.46,True,10154.18,Shortfall,74.5
2025-02-17,2025-02-18,AK395,KUL,CGK,KUL-CGK,DHL Malaysia,1511.9,1347.7,164.2,8.34,11239.82,273.89,0.0,False,11239.82,At Risk,89.1
2025-02-17,2025-02-19,AK673,KUL,CGK,KUL-CGK,Ninja Van,3606.1,2807.1,799.0,5.43,15242.55,867.71,0.0,False,15242.55,Shortfall,77.8
2025-02-17,2025-02-19,AK504,KUL,CGK,KUL-CGK,J&T Express,1795.1,1842.3,0.0,5.94,10943.26,0.0,0.0,False,10943.26,On Track,102.6
2025-02-17,2025-02-17,AK394,KUL,CGK,KUL-CGK,FedEx Malaysia,4795.7,4114.4,681.3,7.33,30158.55,998.79,0.0,False,30158.55,At Risk,85.8
2025-02-17,2025-02-18,AK590,KUL,CGK,KUL-CGK,Kerry Logistics,2058.6,1556.7,501.9,5.15,8017.01,516.96,0.0,False,8017.01,Shortfall,75.6
2025-02-17,2025-02-21,AK151,KUL,MNL,KUL-MNL,Kerry Logistics,991.5,824.7,166.8,6.95,5731.67,231.85,859.75,True,6591.42,Shortfall,83.2
2025-02-17,2025-02-20,AK438,KUL,MNL,KUL-MNL,J&T Express,1515.5,1427.5,88.0,3.9,5567.25,68.64,835.09,True,6402.34,At Risk,94.2
2025-02-17,2025-02-18,AK663,KUL,MNL,KUL-MNL,SF Express,952.5,757.7,194.8,7.12,5394.82,277.4,809.22,True,6204.04,Shortfall,79.5
2025-02-17,2025-02-18,AK588,KUL,MNL,KUL-MNL,Lazada Express,2331.1,1763.9,567.2,8.11,14305.23,920.0,0.0,False,14305.23,Shortfall,75.7
2025-02-17,2025-02-17,AK970,KUL,SGN,KUL-SGN,GDex,3435.3,3148.6,286.7,3.89,12248.05,223.05,0.0,False,12248.05,At Risk,91.7
2025-02-17,2025-02-17,AK280,KUL,SGN,KUL-SGN,J&T Express,4609.5,4225.7,383.8,3.55,15001.23,272.5,0.0,False,15001.23,At Risk,91.7
2025-02-17,2025-02-19,AK866,KUL,SGN,KUL-SGN,Shopee Logistics,4987.3,4009.6,977.7,4.88,19566.85,954.24,0.0,False,19566.85,Shortfall,80.4
2025-02-17,2025-02-19,AK209,KUL,SGN,KUL-SGN,Pos Laju,4445.3,3597.8,847.5,2.56,9210.37,433.92,0.0,False,9210.37,Shortfall,80.9
2025-02-17,2025-02-18,AK605,KUL,SGN,KUL-SGN,FedEx Malaysia,1780.5,1628.8,151.7,8.43,13730.78,255.77,0.0,False,13730.78,At Risk,91.5
2025-02-17,2025-02-19,AK114,KUL,PEN,KUL-PEN,FedEx Malaysia,3790.0,2512.0,1278.0,6.39,16051.68,1633.28,0.0,False,16051.68,Shortfall,66.3
2025-02-17,2025-02-21,AK279,KUL,PEN,KUL-PEN,J&T Express,4058.5,2714.7,1343.8,5.91,16043.88,1588.37,0.0,False,16043.88,Shortfall,66.9
2025-02-17,2025-02-19,AK627,KUL,PEN,KUL-PEN,Ninja Van,4352.7,3361.3,991.4,7.88,26487.04,1562.45,0.0,False,26487.04,Shortfall,77.2
2025-02-17,2025-02-20,AK243,KUL,PEN,KUL-PEN,Pos Laju,890.3,755.0,135.3,6.52,4922.6,176.43,738.39,True,5660.99,Shortfall,84.8
2025-02-17,2025-02-20,AK341,KUL,PEN,KUL-PEN,Shopee Logistics,1956.2,1812.7,143.5,3.99,7232.67,114.51,0.0,False,7232.67,At Risk,92.7
2025-02-17,2025-02-21,AK840,KUL,PEN,KUL-PEN,DHL Malaysia,3891.9,4286.2,0.0,8.22,35232.56,0.0,0.0,False,35232.56,On Track,110.1
2025-02-17,2025-02-17,AK163,KUL,PEN,KUL-PEN,Lazada Express,551.5,556.3,0.0,6.42,3571.45,0.0,0.0,False,3571.45,On Track,100.9
2025-02-17,2025-02-21,AK476,KUL,BKI,KUL-BKI,J&T Express,3606.3,3087.0,519.3,6.33,19540.71,657.43,0.0,False,19540.71,At Risk,85.6
2025-02-17,2025-02-21,AK565,KUL,BKI,KUL-BKI,DHL Malaysia,1493.8,1310.3,183.5,8.24,10796.87,302.41,0.0,False,10796.87,At Risk,87.7
2025-02-17,2025-02-21,AK875,KUL,BKI,KUL-BKI,Pos Laju,2181.3,1591.5,589.8,6.71,10678.97,791.51,0.0,False,10678.97,Shortfall,73.0
2025-02-17,2025-02-21,AK796,KUL,BKI,KUL-BKI,GDex,4109.0,3604.5,504.5,7.45,26853.53,751.71,0.0,False,26853.53,At Risk,87.7
2025-02-17,2025-02-19,AK820,KUL,BKI,KUL-BKI,SF Express,4429.1,3705.8,723.3,2.99,11080.34,432.53,0.0,False,11080.34,Shortfall,83.7
2025-02-17,2025-02-21,AK660,KUL,BKI,KUL-BKI,Kerry Logistics,851.5,790.5,61.0,5.89,4656.05,71.86,698.41,True,5354.46,At Risk,92.8
2025-02-17,2025-02-21,AK310,KUL,KCH,KUL-KCH,SF Express,1976.5,1494.1,482.4,5.62,8396.84,542.22,1259.53,True,9656.37,Shortfall,75.6
2025-02-17,2025-02-20,AK156,KUL,KCH,KUL-KCH,Kerry Logistics,2699.7,2586.0,113.7,7.89,20403.54,179.42,0.0,False,20403.54,At Risk,95.8
2025-02-17,2025-02-20,AK672,KUL,KCH,KUL-KCH,DHL Malaysia,1093.7,1213.9,0.0,4.99,6057.36,0.0,0.0,False,6057.36,On Track,111.0
2025-02-17,2025-02-17,AK360,KUL,KCH,KUL-KCH,Lazada Express,3527.5,3046.7,480.8,4.35,13253.14,418.3,1987.97,True,15241.11,At Risk,86.4
2025-02-17,2025-02-20,AK170,PEN,SIN,PEN-SIN,SF Express,2050.4,1927.9,122.5,2.88,5552.35,70.56,0.0,False,5552.35,At Risk,94.0
2025-02-17,2025-02-20,AK884,PEN,SIN,PEN-SIN,Lazada Express,642.8,632.2,10.6,4.95,3129.39,10.49,0.0,False,3129.39,At Risk,98.4
2025-02-17,2025-02-20,AK486,PEN,SIN,PEN-SIN,Shopee Logistics,2185.1,1791.4,393.7,7.85,14062.49,618.11,0.0,False,14062.49,Shortfall,82.0
2025-02-17,2025-02-19,AK236,PEN,SIN,PEN-SIN,Ninja Van,861.1,786.7,74.4,8.28,6513.88,123.21,0.0,False,6513.88,At Risk,91.4
2025-02-17,2025-02-17,AK103,KCH,SIN,KCH-SIN,DHL Malaysia,2879.8,2539.7,340.1,6.87,17447.74,467.3,2617.16,True,20064.9,At Risk,88.2
2025-02-17,2025-02-21,AK534,KCH,SIN,KCH-SIN,Kerry Logistics,4903.2,4386.7,516.5,5.28,23161.78,545.42,0.0,False,23161.78,At Risk,89.5
2025-02-17,2025-02-19,AK258,KCH,SIN,KCH-SIN,Pos Laju,2206.7,1686.0,520.7,3.88,6541.68,404.06,0.0,False,6541.68,Shortfall,76.4
2025-02-24,2025-02-24,AK311,KUL,SIN,KUL-SIN,Lazada Express,3947.2,3488.0,459.2,7.8,27206.4,716.35,4080.96,True,31287.36,At Risk,88.4
2025-02-24,2025-02-24,AK820,KUL,SIN,KUL-SIN,Shopee Logistics,954.0,910.8,43.2,2.7,2459.16,23.33,0.0,False,2459.16,At Risk,95.5
2025-02-24,2025-02-25,AK652,KUL,SIN,KUL-SIN,Pos Laju,1601.3,1757.7,0.0,2.77,4868.83,0.0,0.0,False,4868.83,On Track,109.8
2025-02-24,2025-02-25,AK396,KUL,SIN,KUL-SIN,J&T Express,3894.7,3987.7,0.0,7.16,28551.93,0.0,4282.79,True,32834.72,On Track,102.4
2025-02-24,2025-02-25,AK705,KUL,BKK,KUL-BKK,GDex,2361.0,2833.2,0.0,4.15,11757.78,0.0,0.0,False,11757.78,On Track,120.0
2025-02-24,2025-02-27,AK452,KUL,BKK,KUL-BKK,SF Express,3317.0,2537.2,779.8,5.06,12838.23,789.16,0.0,False,12838.23,Shortfall,76.5
2025-02-24,2025-02-26,AK252,KUL,BKK,KUL-BKK,Ninja Van,4036.1,4079.9,0.0,4.41,17992.36,0.0,0.0,False,17992.36,On Track,101.1
2025-02-24,2025-02-25,AK969,KUL,BKK,KUL-BKK,DHL Malaysia,2194.1,1991.1,203.0,7.03,13997.43,285.42,0.0,False,13997.43,At Risk,90.7
2025-02-24,2025-02-28,AK159,KUL,BKK,KUL-BKK,Lazada Express,1853.3,2224.0,0.0,6.75,15012.0,0.0,0.0,False,15012.0,On Track,120.0
2025-02-24,2025-02-25,AK497,KUL,BKK,KUL-BKK,J&T Express,2357.0,1788.4,568.6,5.0,8942.0,568.6,0.0,False,8942.0,Shortfall,75.9
2025-02-24,2025-02-26,AK560,KUL,BKK,KUL-BKK,Kerry Logistics,1647.5,1242.3,405.2,4.48,5565.5,363.06,834.82,True,6400.32,Shortfall,75.4
2025-02-24,2025-02-24,AK994,KUL,CGK,KUL-CGK,Kerry Logistics,1708.1,1349.6,358.5,6.54,8826.38,468.92,0.0,False,8826.38,Shortfall,79.0
2025-02-24,2025-02-25,AK672,KUL,CGK,KUL-CGK,Ninja Van,1346.7,756.1,590.6,7.07,5345.63,835.11,0.0,False,5345.63,Shortfall,56.1
2025-02-24,2025-02-25,AK115,KUL,CGK,KUL-CGK,Shopee Logistics,2657.3,2128.9,528.4,7.72,16435.11,815.85,0.0,False,16435.11,Shortfall,80.1
2025-02-24,2025-02-26,AK665,KUL,MNL,KUL-MNL,Lazada Express,3219.8,2466.8,753.0,3.73,9201.16,561.74,0.0,False,9201.16,Shortfall,76.6
2025-02-24,2025-02-26,AK467,KUL,MNL,KUL-MNL,FedEx Malaysia,3989.8,3601.0,388.8,4.78,17212.78,371.69,0.0,False,17212.78,At Risk,90.3
2025-02-24,2025-02-27,AK200,KUL,MNL,KUL-MNL,Ninja Van,1677.0,1561.7,115.3,5.58,8714.29,128.67,0.0,False,8714.29,At Risk,93.1
2025-02-24,2025-02-27,AK420,KUL,MNL,KUL-MNL,GDex,3927.3,4561.3,0.0,4.42,20160.95,0.0,3024.14,True,23185.09,On Track,116.1
2025-02-24,2025-02-27,AK837,KUL,SGN,KUL-SGN,SF Express,573.0,585.9,0.0,5.82,3409.94,0.0,0.0,False,3409.94,On Track,102.3
2025-02-24,2025-02-25,AK683,KUL,SGN,KUL-SGN,Ninja Van,1828.4,1450.8,377.6,3.68,5338.94,277.91,800.84,True,6139.78,Shortfall,79.3
2025-02-24,2025-02-27,AK363,KUL,SGN,KUL-SGN,DHL Malaysia,2746.9,2047.1,699.8,6.43,13162.85,899.94,0.0,False,13162.85,Shortfall,74.5
2025-02-24,2025-02-24,AK757,KUL,PEN,KUL-PEN,FedEx Malaysia,2697.4,2572.7,124.7,8.0,20581.6,199.52,0.0,False,20581.6,At Risk,95.4
2025-02-24,2025-02-24,AK937,KUL,PEN,KUL-PEN,DHL Malaysia,2857.7,1948.9,908.8,7.53,14675.22,1368.65,2201.28,True,16876.5,Shortfall,68.2
2025-02-24,2025-02-24,AK336,KUL,PEN,KUL-PEN,GDex,3939.5,4549.0,0.0,4.97,22608.53,0.0,0.0,False,22608.53,On Track,115.5
2025-02-24,2025-02-24,AK482,KUL,PEN,KUL-PEN,Lazada Express,3682.3,3891.9,0.0,2.55,9924.34,0.0,0.0,False,9924.34,On Track,105.7
2025-02-24,2025-02-27,AK594,KUL,PEN,KUL-PEN,Pos Laju,3280.3,2655.8,624.5,6.5,17262.7,811.85,0.0,False,17262.7,Shortfall,81.0
2025-02-24,2025-02-28,AK117,KUL,PEN,KUL-PEN,J&T Express,570.8,355.6,215.2,5.69,2023.36,244.9,0.0,False,2023.36,Shortfall,62.3
2025-02-24,2025-02-24,AK209,KUL,BKI,KUL-BKI,Kerry Logistics,3533.1,3826.6,0.0,7.34,28087.24,0.0,0.0,False,28087.24,On Track,108.3
2025-02-24,2025-02-26,AK358,KUL,BKI,KUL-BKI,J&T Express,2859.7,2467.4,392.3,3.95,9746.23,309.92,0.0,False,9746.23,At Risk,86.3
2025-02-24,2025-02-27,AK515,KUL,BKI,KUL-BKI,Shopee Logistics,1703.0,1814.8,0.0,4.88,8856.22,0.0,0.0,False,8856.22,On Track,106.6
2025-02-24,2025-02-24,AK800,KUL,BKI,KUL-BKI,SF Express,3042.5,1949.7,1092.8,8.44,16455.47,1844.65,2468.32,True,18923.79,Shortfall,64.1
2025-02-24,2025-02-27,AK195,KUL,BKI,KUL-BKI,GDex,3441.8,2719.3,722.5,7.65,20802.65,1105.42,0.0,False,20802.65,Shortfall,79.0
2025-02-24,2025-02-26,AK760,KUL,KCH,KUL-KCH,Pos Laju,3662.8,3226.1,436.7,3.0,9678.3,262.02,0.0,False,9678.3,At Risk,88.1
2025-02-24,2025-02-24,AK640,KUL,KCH,KUL-KCH,Kerry Logistics,3046.4,2702.3,344.1,7.65,20672.6,526.47,3100.89,True,23773.49,At Risk,88.7
2025-02-24,2025-02-27,AK680,KUL,KCH,KUL-KCH,FedEx Malaysia,1533.9,1246.3,287.6,7.91,9858.23,454.98,0.0,False,9858.23,Shortfall,81.3
2025-02-24,2025-02-28,AK387,KUL,KCH,KUL-KCH,Shopee Logistics,1719.9,1674.2,45.7,8.04,13460.57,73.49,0.0,False,13460.57,At Risk,97.3
2025-02-24,2025-02-24,AK422,KUL,KCH,KUL-KCH,GDex,3035.8,2185.3,850.5,2.7,5900.31,459.27,0.0,False,5900.31,Shortfall,72.0
2025-02-24,2025-02-27,AK829,KUL,KCH,KUL-KCH,SF Express,4826.6,4144.3,682.3,6.02,24948.69,821.49,0.0,False,24948.69,At Risk,85.9
2025-02-24,2025-02-26,AK653,PEN,SIN,PEN-SIN,J&T Express,3050.1,2739.1,311.0,7.6,20817.16,472.72,0.0,False,20817.16,At Risk,89.8
2025-02-24,2025-02-24,AK805,PEN,SIN,PEN-SIN,DHL Malaysia,2227.3,2131.9,95.4,6.94,14795.39,132.42,0.0,False,14795.39,At Risk,95.7
2025-02-24,2025-02-25,AK547,PEN,SIN,PEN-SIN,Ninja Van,2753.6,2717.1,36.5,8.35,22687.78,60.95,3403.17,True,26090.95,At Risk,98.7
2025-02-24,2025-02-25,AK602,KCH,SIN,KCH-SIN,GDex,633.3,450.5,182.8,4.14,1865.07,151.36,0.0,False,1865.07,Shortfall,71.1
2025-02-24,2025-02-28,AK796,KCH,SIN,KCH-SIN,Pos Laju,2101.2,1365.5,735.7,8.15,11128.83,1199.19,0.0,False,11128.83,Shortfall,65.0
2025-02-24,2025-02-25,AK917,KCH,SIN,KCH-SIN,SF Express,3473.0,3721.8,0.0,3.01,11202.62,0.0,0.0,False,11202.62,On Track,107.2
2025-03-03,2025-03-05,AK498,KUL,SIN,KUL-SIN,Lazada Express,2210.0,2055.0,155.0,7.2,14796.0,223.2,2219.4,True,17015.4,At Risk,93.0
2025-03-03,2025-03-05,AK555,KUL,SIN,KUL-SIN,J&T Express,2123.2,1630.0,493.2,3.05,4971.5,300.85,0.0,False,4971.5,Shortfall,76.8
2025-03-03,2025-03-06,AK541,KUL,SIN,KUL-SIN,DHL Malaysia,3926.1,4368.5,0.0,3.11,13586.03,0.0,2037.9,True,15623.93,On Track,111.3
2025-03-03,2025-03-06,AK984,KUL,BKK,KUL-BKK,Kerry Logistics,2994.0,2686.7,307.3,6.08,16335.14,373.68,0.0,False,16335.14,At Risk,89.7
2025-03-03,2025-03-07,AK842,KUL,BKK,KUL-BKK,SF Express,555.5,587.1,0.0,4.98,2923.76,0.0,0.0,False,2923.76,On Track,105.7
2025-03-03,2025-03-06,AK273,KUL,BKK,KUL-BKK,Pos Laju,4573.4,4070.9,502.5,8.37,34073.43,841.18,0.0,False,34073.43,At Risk,89.0
2025-03-03,2025-03-03,AK249,KUL,BKK,KUL-BKK,Shopee Logistics,1262.8,1501.6,0.0,4.11,6171.58,0.0,0.0,False,6171.58,On Track,118.9
2025-03-03,2025-03-03,AK901,KUL,BKK,KUL-BKK,FedEx Malaysia,1252.4,1431.9,0.0,4.16,5956.7,0.0,0.0,False,5956.7,On Track,114.3
2025-03-03,2025-03-07,AK607,KUL,BKK,KUL-BKK,GDex,2125.1,1790.7,334.4,8.17,14630.02,546.41,0.0,False,14630.02,Shortfall,84.3
2025-03-03,2025-03-06,AK106,KUL,BKK,KUL-BKK,DHL Malaysia,3275.0,3359.3,0.0,5.25,17636.33,0.0,2645.45,True,20281.78,On Track,102.6
2025-03-03,2025-03-04,AK708,KUL,CGK,KUL-CGK,SF Express,2437.8,2381.3,56.5,7.44,17716.87,84.07,0.0,False,17716.87,At Risk,97.7
2025-03-03,2025-03-05,AK590,KUL,CGK,KUL-CGK,Pos Laju,1852.0,2010.0,0.0,6.12,12301.2,0.0,0.0,False,12301.2,On Track,108.5
2025-03-03,2025-03-06,AK852,KUL,CGK,KUL-CGK,GDex,1299.4,955.4,344.0,4.89,4671.91,336.43,0.0,False,4671.91,Shortfall,73.5
2025-03-03,2025-03-06,AK387,KUL,CGK,KUL-CGK,Ninja Van,4854.9,4771.9,83.0,7.19,34309.96,119.35,0.0,False,34309.96,At Risk,98.3
2025-03-03,2025-03-04,AK658,KUL,CGK,KUL-CGK,DHL Malaysia,2142.6,2225.7,0.0,8.09,18005.91,0.0,2700.89,True,20706.8,On Track,103.9
2025-03-03,2025-03-04,AK358,KUL,MNL,KUL-MNL,Shopee Logistics,3528.4,2174.2,1354.2,3.34,7261.83,904.61,0.0,False,7261.83,Shortfall,61.6
2025-03-03,2025-03-06,AK712,KUL,MNL,KUL-MNL,FedEx Malaysia,3718.6,2612.4,1106.2,7.23,18887.65,1599.57,2833.15,True,21720.8,Shortfall,70.3
2025-03-03,2025-03-06,AK990,KUL,MNL,KUL-MNL,Ninja Van,3120.1,1791.3,1328.8,5.71,10228.32,1517.49,0.0,False,10228.32,Shortfall,57.4
2025-03-03,2025-03-07,AK931,KUL,MNL,KUL-MNL,Kerry Logistics,2946.4,2473.8,472.6,7.24,17910.31,684.32,0.0,False,17910.31,Shortfall,84.0
2025-03-03,2025-03-05,AK354,KUL,MNL,KUL-MNL,DHL Malaysia,3172.2,3133.0,39.2,7.99,25032.67,62.64,3754.9,True,28787.57,At Risk,98.8
2025-03-03,2025-03-06,AK760,KUL,MNL,KUL-MNL,SF Express,1248.5,1380.0,0.0,6.18,8528.4,0.0,0.0,False,8528.4,On Track,110.5
2025-03-03,2025-03-03,AK208,KUL,MNL,KUL-MNL,Pos Laju,4850.7,4322.5,528.2,4.49,19408.03,474.32,0.0,False,19408.03,At Risk,89.1
2025-03-03,2025-03-07,AK702,KUL,SGN,KUL-SGN,J&T Express,2506.0,2817.5,0.0,4.85,13664.87,0.0,0.0,False,13664.87,On Track,112.4
2025-03-03,2025-03-06,AK402,KUL,SGN,KUL-SGN,Ninja Van,1178.4,793.0,385.4,8.49,6732.57,654.41,0.0,False,6732.57,Shortfall,67.3
2025-03-03,2025-03-04,AK847,KUL,SGN,KUL-SGN,Kerry Logistics,4642.5,2899.2,1743.3,3.02,8755.58,1052.95,0.0,False,8755.58,Shortfall,62.4
2025-03-03,2025-03-06,AK839,KUL,PEN,KUL-PEN,J&T Express,2845.0,2479.9,365.1,4.59,11382.74,335.16,1707.41,True,13090.15,At Risk,87.2
2025-03-03,2025-03-03,AK217,KUL,PEN,KUL-PEN,GDex,1935.1,1814.4,120.7,4.3,7801.92,103.8,0.0,False,7801.92,At Risk,93.8
2025-03-03,2025-03-04,AK268,KUL,PEN,KUL-PEN,FedEx Malaysia,4321.3,3781.6,539.7,6.39,24164.42,689.74,0.0,False,24164.42,At Risk,87.5
2025-03-03,2025-03-06,AK536,KUL,PEN,KUL-PEN,Pos Laju,2822.0,1608.2,1213.8,5.81,9343.64,1410.44,0.0,False,9343.64,Shortfall,57.0
2025-03-03,2025-03-06,AK755,KUL,PEN,KUL-PEN,Lazada Express,1543.3,1337.5,205.8,4.93,6593.88,202.92,989.08,True,7582.96,At Risk,86.7
2025-03-03,2025-03-03,AK820,KUL,BKI,KUL-BKI,Shopee Logistics,520.0,355.9,164.1,3.79,1348.86,124.39,0.0,False,1348.86,Shortfall,68.4
2025-03-03,2025-03-05,AK474,KUL,BKI,KUL-BKI,Ninja Van,3098.1,3037.5,60.6,7.3,22173.75,88.48,0.0,False,22173.75,At Risk,98.0
2025-03-03,2025-03-07,AK601,KUL,BKI,KUL-BKI,FedEx Malaysia,1386.8,1296.6,90.2,3.18,4123.19,57.37,0.0,False,4123.19,At Risk,93.5
2025-03-03,2025-03-07,AK501,KUL,BKI,KUL-BKI,J&T Express,4846.6,3581.7,1264.9,4.38,15687.85,1108.05,0.0,False,15687.85,Shortfall,73.9
2025-03-03,2025-03-05,AK276,KUL,BKI,KUL-BKI,Kerry Logistics,1014.0,814.2,199.8,4.61,3753.46,184.22,0.0,False,3753.46,Shortfall,80.3
2025-03-03,2025-03-03,AK420,KUL,BKI,KUL-BKI,GDex,4634.1,3341.7,1292.4,6.04,20183.87,1561.22,0.0,False,20183.87,Shortfall,72.1
2025-03-03,2025-03-07,AK241,KUL,KCH,KUL-KCH,J&T Express,3620.5,3152.0,468.5,5.56,17525.12,520.97,0.0,False,17525.12,At Risk,87.1
2025-03-03,2025-03-04,AK810,KUL,KCH,KUL-KCH,Lazada Express,2226.7,2278.5,0.0,3.61,8225.39,0.0,0.0,False,8225.39,On Track,102.3
2025-03-03,2025-03-06,AK422,KUL,KCH,KUL-KCH,DHL Malaysia,2997.1,2194.3,802.8,5.44,11936.99,873.45,1790.55,True,13727.54,Shortfall,73.2
2025-03-03,2025-03-04,AK596,KUL,KCH,KUL-KCH,FedEx Malaysia,3287.3,3141.4,145.9,7.69,24157.37,224.39,0.0,False,24157.37,At Risk,95.6
2025-03-03,2025-03-04,AK600,PEN,SIN,PEN-SIN,Pos Laju,3581.1,2866.5,714.6,4.99,14303.84,713.17,0.0,False,14303.84,Shortfall,80.0
2025-03-03,2025-03-03,AK399,PEN,SIN,PEN-SIN,Kerry Logistics,872.0,663.7,208.3,2.69,1785.35,112.07,0.0,False,1785.35,Shortfall,76.1
2025-03-03,2025-03-07,AK568,PEN,SIN,PEN-SIN,FedEx Malaysia,1736.8,1500.5,236.3,5.73,8597.86,270.8,1289.68,True,9887.54,At Risk,86.4
2025-03-03,2025-03-07,AK215,PEN,SIN,PEN-SIN,Ninja Van,3841.3,2783.8,1057.5,7.1,19764.98,1501.65,0.0,False,19764.98,Shortfall,72.5
2025-03-03,2025-03-07,AK551,KCH,SIN,KCH-SIN,J&T Express,2939.2,2342.4,596.8,7.04,16490.5,840.29,0.0,False,16490.5,Shortfall,79.7
2025-03-03,2025-03-04,AK769,KCH,SIN,KCH-SIN,Kerry Logistics,1483.4,1038.9,444.5,5.05,5246.45,448.94,0.0,False,5246.45,Shortfall,70.0
2025-03-03,2025-03-03,AK456,KCH,SIN,KCH-SIN,GDex,1839.7,2161.1,0.0,8.5,18369.35,0.0,0.0,False,18369.35,On Track,117.5
2025-03-10,2025-03-11,AK538,KUL,SIN,KUL-SIN,Lazada Express,3601.1,3188.0,413.1,7.67,24451.96,633.7,0.0,False,24451.96,At Risk,88.5
2025-03-10,2025-03-10,AK924,KUL,SIN,KUL-SIN,Ninja Van,3272.7,2536.5,736.2,7.21,18288.17,1061.6,0.0,False,18288.17,Shortfall,77.5
2025-03-10,2025-03-12,AK272,KUL,SIN,KUL-SIN,Kerry Logistics,3065.3,2795.9,269.4,5.69,15908.67,306.58,0.0,False,15908.67,At Risk,91.2
2025-03-10,2025-03-14,AK978,KUL,SIN,KUL-SIN,Pos Laju,4905.5,4234.2,671.3,4.26,18037.69,571.95,0.0,False,18037.69,At Risk,86.3
2025-03-10,2025-03-13,AK868,KUL,SIN,KUL-SIN,GDex,4934.7,4179.0,755.7,6.58,27497.82,994.5,4124.67,True,31622.49,Shortfall,84.7
